Foto;Títol;Localització;Informació;Título;Localización;Información;;;;
mare_de_deu_de_lluc.jpg;Mare de Déu de Lluc;Capella de la Mare de Déu de Lluc;Aquesta escultura és una còpia exacta de la imatge de la Mare de Déu de Lluc que presideix el cambril del santuari de Lluc.;Virgen de Lluc;Capilla de la Virgen de Lluc;Esta escultura es una copia exacta de la imagen de la Virgen de Lluc que preside el camarín del santuario de Lluc.;;;;
monestir_lluc.jpg;Monestir de Lluc;Capella de la Mare de Déu de Lluc;Vista del santuari de Lluc, cor espiritual de Mallorca.;Monasterio de Lluc;Capilla de la Virgen de Lluc;Vista del santuario de Lluc, corazón espiritual de Mallorca.;;;;
trobada_lluc.jpg;Trobada de la Mare de Déu de Lluc;Capella de la Mare de Déu de Lluc;Segons conta la llegenda, devers l’any 1254, poc després de la conquesta de Mallorca pel rei En Jaume I, un al·lot musulmà convertit al cristianisme, i que en el baptisme havia rebut el nom de Lluc, pasturava les ovelles per l’alqueria musulmana d’Arlluch. Cada dissabte, el pastoret veia uns resplendors celestials que sorgien d’unes penyes, acompanyats d’una música harmoniosa. Ho contà a un monjo cistercenc que vivia a l’església d’Escorca, i el dissabte següent tots dos acudiren plegats al lloc dels fets.//Seguint els resplendors, trobaren dins una coveta una talla de la Mare de Déu morena i petita. La traslladaren a Escorca, però la imatge tornà miraculosament al lloc on havia estat trobada. El prodigi es repetí diverses vegades fins que entengueren que la Mare de Déu volia ser venerada al lloc on havia estat trobada i s’hi aixecà una capella on la guardaren.//El nom de la Verge s’ha relacionat tradicionalment tant amb el del pastoret com amb el de l’alqueria on fou trobada la talla, i també amb la paraula llatina *lucus*, que significa “bosc sagrat”.;Hallazgo de la Virgen de Lluc;Capilla de la Virgen de Lluc;Según cuenta la leyenda, hacia el año 1254, poco después de la conquista de Mallorca por el rey Jaime I, un niño musulmán convertido al cristianismo, que en el bautismo había recibido el nombre de Lluc, apacentaba las ovejas en la alquería musulmana de Arlluch. Cada sábado, el pastorcillo veía unos resplandores celestiales que surgían de unas peñas, acompañados de una música armoniosa. Se lo contó a un monje cisterciense que vivía en la iglesia de Escorca, y el sábado siguiente ambos acudieron juntos al lugar de los hechos.// Siguiendo los resplandores, encontraron dentro de una pequeña cueva una imagen de la Virgen morena y de pequeño tamaño. La trasladaron a Escorca, pero la imagen regresó milagrosamente al lugar donde había sido hallada. El prodigio se repitió varias veces hasta que comprendieron que la Virgen quería ser venerada en el lugar donde había sido encontrada y allí se levantó una capilla donde la custodiaron.// El nombre de la Virgen se ha relacionado tradicionalmente tanto con el del pastorcillo como con el de la alquería donde fue hallada la imagen, y también con la palabra latina *lucus*, que significa “bosque sagrado”.;;;;
anagrama_maria_nsl_1.jpg;Monograma de Maria;Capella de la Mare de Déu de Lluc;Monograma de Maria, format per les inicials entrellaçades d’“Ave Maria” i una corona. Es repeteix l’àtic del retaule.;Monograma de María;Capilla de la Virgen de Lluc;Monograma de María, formado por las iniciales entrelazadas de “Ave María” y una corona. Se repite en el ático del retablo.;;;;
anagrama_maria_nsl_2.jpg;Monograma de Maria;Capella de la Mare de Déu de Lluc;Monograma de Maria, format per les inicials entrellaçades d’“Ave Maria” i una corona. Es repeteix al frontal de l’altar.;Monograma de María;Capilla de la Virgen de Lluc;Monograma de María, formado por las iniciales entrelazadas de “Ave María” y una corona. Se repite en el frontal del altar.;;;;
escut_vila_lluc.jpg;Escut de Vilafranca;Capella de la Mare de Déu de Lluc;La torre de l’escut de Vilafranca de Bonany, que representa la torre on santa Bàrbara, patrona de la vila, va ser empresonada pel seu pare.;Escudo de Vilafranca;Capilla de la Virgen de Lluc;La torre del escudo de Vilafranca de Bonany, que representa la torre donde santa Bárbara, patrona de la villa, fue encarcelada por su padre.;;;;
verge_del_carme.jpg;Mare de Déu del Carme i les ànimes;Capella de la Mare de Déu del Carme;"La Mare de Déu del Carme és una de les advocacions de la Mare de Déu més antigues i populars. El seu nom prové del Mont Carmel (situat a prop de Haifa, Israel), on un grup d'ermitans fundaren en el segle XII una comunitat religiosa i dedicaren la seva església a la Mare de Déu. D'aquella comunitat va sorgir l'Orde dels Frares de la Santíssima Verge Maria del Mont Carmel, també coneguda com Orde del Carme, els membres de la qual estengueren per Europa el culte a la seva patrona.// Aquesta pintura de la Mare de Déu del Carme segueix la seva iconografia habitual. La Verge hi apareix vestida amb l’hàbit carmelita, format per túnica marró i mantell clar. Envoltats d’àngels, Maria i el Nin Jesús ofereixen escapularis a unes figures humanes que pateixen entre flames i alcen la mirada cap a ella esperant ser salvades. Per la presència d’aquestes figures humanes entre flames, aquesta capella és també coneguda com la capella de les Ànimes.
L’escena fa referència a les dues aparicions que popularitzaren la devoció a la Mare de Déu del Carme durant els segles XIII i XIV. Segons la tradició, en una aparició a sant Simó Stock la Verge li oferí un escapulari i li prometé que aquells que el portassin en morir se salvarien del foc etern. Més endavant, en una aparició al futur papa Joan XXII, li prometé que cada dissabte acudiria al purgatori a rescatar les ànimes dels qui haguessin mort portant l’escapulari.//
La motllura de guix en baix relleu d’estil rococó és obra de l’escultor italià Antonio Soldati (s. XVIII). És l’única que es conserva de les cinc que va esculpir per a l’església de Vilafranca.";Virgen del Carmen y las Ánimas;Capilla de la Virgen del Carmen;La Virgen del Carmen es una de las advocaciones de la Virgen María más antiguas y populares. Su nombre procede del monte Carmelo (situado cerca de Haifa, Israel), donde un grupo de ermitaños fundó en el siglo XII una comunidad religiosa y dedicó su iglesia a la Virgen María. De aquella comunidad surgió la Orden de los Hermanos de la Bienaventurada Virgen María del Monte Carmelo, también conocida como Orden del Carmen, cuyos miembros extendieron por Europa el culto a su patrona.// Esta pintura de la Virgen del Carmen sigue su iconografía habitual. La Virgen aparece vestida con el hábito carmelita, formado por túnica marrón y manto claro. Rodeados de ángeles, María y el Niño Jesús ofrecen escapularios a unas figuras humanas que sufren entre llamas y alzan la mirada hacia ella esperando ser salvadas. Por la presencia de estas figuras humanas entre llamas, esta capilla es también conocida como la capilla de las Ánimas.// La escena hace referencia a las dos apariciones que popularizaron la devoción a la Virgen del Carmen durante los siglos XIII y XIV. Según la tradición, en una aparición a san Simón Stock la Virgen le ofreció un escapulario y le prometió que quienes lo llevaran al morir se salvarían del fuego eterno. Más adelante, en una aparición al futuro papa Juan XXII, le prometió que cada sábado acudiría al purgatorio para rescatar las almas de quienes hubieran muerto llevando el escapulario.// La moldura de yeso en bajorrelieve de estilo rococó es obra del escultor italiano Antonio Soldati (s. XVIII). Es la única que se conserva de las cinco que esculpió para la iglesia de Vilafranca.;Capella de la Mare de Déu del Carme;;;
escut_el_carme.jpg;Escut del Carme;Capella de la Mare de Déu del Carme;"L’escut de l’Orde del Carme està format per un puig coronat amb una creu que representa el mont Carmel (situat a prop de Haifa, Israel), lloc d’origen de l’orde; tres estrelles de sis puntes, interpretades habitualment com una referència a la Verge Maria, la central, i als profetes Elies i Eliseu, les laterals, i una corona, que simbolitza el Regne de Déu.";Escudo del Carmen;Capilla de la Virgen del Carmen;"El escudo de la Orden del Carmen está formado por un monte coronado por una cruz que representa el monte Carmelo (situado cerca de Haifa, Israel), lugar de origen de la orden; tres estrellas de seis puntas, interpretadas habitualmente como una referencia a la Virgen María, la central, y a los profetas Elías y Eliseo, las laterales; y una corona, que simboliza el Reino de Dios.";;;;
immaculada_animes.jpg;Puríssima;Capella de la Mare de Déu del Carme;La Immaculada Concepció és el dogma de l’Església Catòlica que afirma que la Verge Maria va ser concebuda sense pecat original per la gràcia de Déu, cosa que la preparà per ser la Mare de Déu. Aquest dogma fou proclamat l’any 1854 pel papa Pius IX, després de molts segles de debat teològic. A Mallorca, aquesta advocació de la Verge Maria també és coneguda com la Puríssima.// Aquesta tela de la Puríssima, que s'emprava com a guardapols de l'escultura de la Puríssima al seu altar, la representa vestida amb túnica blanca i mantell blau, símbols de puresa i celestialitat, respectivament. La mà dreta sobre el pit expressa la seva humil acceptació de la voluntat divina. El nimbe al voltant del cap i la lluna als peus fan referència al llibre de l’Apocalipsi, on s’anuncia l’aparició d’una dona vestida amb el sol, amb la lluna sota els peus i una corona de dotze estrelles al cap.;Purísima;Capilla de la Virgen del Carmen;La Inmaculada Concepción es el dogma de la Iglesia Católica que afirma que la Virgen María fue concebida sin pecado original por la gracia de Dios, lo que la preparó para ser la Madre de Dios. Este dogma fue proclamado en el año 1854 por el papa Pío IX, después de muchos siglos de debate teológico. En Mallorca, esta advocación de la Virgen María también es conocida como la Purísima.// Este lienzo de la Purísima, que se utilizaba como guardapolvo de la escultura de la Purísima en su altar, la representa vestida con túnica blanca y manto azul, símbolos de pureza y celestialidad, respectivamente. La mano derecha sobre el pecho expresa su humilde aceptación de la voluntad divina. El nimbo alrededor de la cabeza y la luna a sus pies hacen referencia al libro del Apocalipsis, donde se anuncia la aparición de una mujer vestida de sol, con la luna bajo sus pies y una corona de doce estrellas sobre la cabeza.;;;;
mare_de_deu_del_roser.jpg;Mare de Déu del Roser;Capella de la Mare de Déu del Roser;La Mare de Déu del Roser és una de les diverses advocacions de la Verge Maria. El seu nom prové de la paraula “roser”, derivada del llatí medieval *rosarium*, que en català medieval tant es referia a la planta que produeix les roses com al rosari. Fins a finals del segle XVI el seu culte es limità principalment a l’orde dominic, però es difongué àmpliament després de la victòria a la batalla de Lepant (1571), que el papa Pius V va atribuir a la seva intercessió.// Aquesta escultura ens presenta la Mare de Déu del Roser en la forma habitual: dreta, vestida amb túnica marró (color de la terra, que simbolitza la humanitat de Maria) i mantell blau (color del cel, que simbolitza la seva vinculació celestial), amb el Nin Jesús sobre el braç esquerre i oferint un rosari amb la mà dreta. Aquest gest recorda la tradició segons la qual la Verge entregà a sant Domènec de Guzman el rosari com a eina de predicació contra els heretges albigesos.;Virgen del Rosario;Capilla de la Virgen del Rosario;La Virgen del Rosario es una de las diferentes advocaciones de la Virgen María. Su nombre procede de la palabra *rosarium*, que en latín medieval significaba corona o jardín de rosas. Hasta finales del siglo XVI su culto se limitó principalmente a la orden dominica, pero se difundió ampliamente después de la victoria en la batalla de Lepanto (1571), que el papa Pío V atribuyó a su intercesión.// Esta escultura nos presenta a la Virgen del Rosario en su forma habitual: de pie, vestida con túnica marrón (color de la tierra, que simboliza la humanidad de María) y manto azul (color del cielo, que simboliza su vinculación celestial), con el Niño Jesús sobre el brazo izquierdo y ofreciendo un rosario con la mano derecha. Este gesto recuerda la tradición según la cual la Virgen entregó a santo Domingo de Guzmán el rosario como instrumento de predicación contra los herejes albigenses.;;;;
